[2024-02-26 10:42:43,767] INFO: 

pretrain the aux triples...
[2024-02-26 10:42:44,888] INFO: GPU usage for embeddings 4642
[2024-02-26 10:42:45,143] INFO: GPU usage for backward 5344
[2024-02-26 10:42:45,143] INFO: Training for aux data: Epoch 0001 | Batch 0001 | Loss 30.3500 | Best MRR 0.0000 | [1.4 s]
[2024-02-26 10:42:45,492] INFO: GPU usage for embeddings 6102
[2024-02-26 10:42:45,699] INFO: GPU usage for backward 6102
[2024-02-26 10:42:45,710] INFO: Training for aux data: Epoch 0001 | Batch 0002 | Loss 24.2328 | Best MRR 0.0000 | [1.9 s]
[2024-02-26 10:42:46,010] INFO: GPU usage for embeddings 6102
[2024-02-26 10:42:46,207] INFO: GPU usage for backward 6102
[2024-02-26 10:42:46,218] INFO: Training for aux data: Epoch 0001 | Batch 0003 | Loss 20.0366 | Best MRR 0.0000 | [2.5 s]
[2024-02-26 10:42:46,493] INFO: GPU usage for embeddings 6102
[2024-02-26 10:42:46,709] INFO: GPU usage for backward 6102
[2024-02-26 10:42:46,709] INFO: Training for aux data: Epoch 0001 | Batch 0004 | Loss 16.9122 | Best MRR 0.0000 | [2.9 s]
[2024-02-26 10:42:46,985] INFO: GPU usage for embeddings 6102
[2024-02-26 10:42:47,217] INFO: GPU usage for backward 6102
[2024-02-26 10:42:47,217] INFO: Training for aux data: Epoch 0001 | Batch 0005 | Loss 14.8643 | Best MRR 0.0000 | [3.4 s]
[2024-02-26 10:42:47,518] INFO: GPU usage for embeddings 6102
[2024-02-26 10:42:47,717] INFO: GPU usage for backward 6102
[2024-02-26 10:42:47,725] INFO: Training for aux data: Epoch 0001 | Batch 0006 | Loss 13.2041 | Best MRR 0.0000 | [4.0 s]
[2024-02-26 10:42:48,010] INFO: GPU usage for embeddings 6102
